grade1,grade2,grade3,attendance_rate,study_hours,passed
47,45,85,0.99,3.0,0
93,34,93,0.49,11.4,1
64,40,46,0.42,5.7,0
91,58,84,0.75,1.5,1
30,99,38,0.62,8.9,0
54,77,97,0.88,6.3,1
74,44,45,0.84,10.7,0
78,63,45,0.51,8.2,0
45,89,42,0.74,8.6,0
48,91,92,0.42,9.4,1
52,31,70,0.66,5.6,0
54,48,82,0.83,9.7,1
45,78,97,0.65,1.6,1
83,57,38,0.47,9.4,0
30,77,80,0.44,8.0,1
71,66,77,0.91,7.2,1
48,78,78,0.93,4.5,1
63,77,47,0.61,2.3,0
84,58,39,0.5,8.1,1
47,89,83,0.99,6.2,1
63,58,44,0.73,3.4,0
74,87,40,0.69,1.5,0
35,77,69,0.84,6.9,1
50,52,76,0.5,2.4,0
99,56,49,0.75,11.2,1
77,36,51,0.93,2.7,0
68,78,77,0.41,1.4,0
60,83,45,0.8,3.9,1
39,97,34,0.73,2.9,0
59,71,94,0.97,9.7,1
47,88,50,0.56,4.2,1
89,73,90,0.92,3.7,1
44,55,84,0.59,11.9,1
33,52,53,0.66,2.7,0
92,37,52,0.53,1.9,1
69,82,40,0.92,4.4,1
38,43,76,0.52,5.5,0
38,36,31,0.92,9.4,0
55,38,99,0.67,11.5,1
33,32,82,0.9,9.4,0
45,46,40,0.56,9.0,0
44,73,44,0.48,11.9,0
81,75,41,0.73,9.4,1
98,87,65,0.71,2.5,1
34,57,52,0.61,6.1,0
49,43,56,0.8,6.5,0
47,38,43,0.46,4.4,0
31,55,83,0.77,2.8,0
42,31,56,0.53,8.8,0
33,63,50,0.48,4.1,0
71,48,78,0.95,7.9,1
90,68,91,0.68,4.5,1
37,42,73,0.86,6.6,0
96,34,73,0.45,4.7,1
92,79,90,0.43,5.5,1
38,52,71,0.7,9.1,0
40,58,52,0.59,10.7,0
71,55,30,0.4,6.6,0
42,86,65,0.51,7.7,1
65,30,84,0.53,10.5,0
42,57,45,0.57,2.6,0
41,91,47,0.93,2.8,0
66,76,67,0.65,5.0,0
81,88,96,0.81,4.4,1
31,60,49,0.41,11.9,0
85,99,48,0.89,7.2,1
89,78,42,0.54,6.8,1
52,34,46,0.59,7.4,0
69,60,59,0.43,10.6,1
93,66,72,0.65,3.7,1
52,44,77,0.91,6.6,0
58,81,72,0.63,4.0,0
80,98,95,0.95,9.6,1
98,40,82,0.92,9.5,1
60,72,63,0.44,11.5,1
79,99,42,0.58,5.9,1
49,52,85,0.95,2.7,1
84,69,88,0.42,10.9,1
31,92,61,0.86,10.8,1
54,31,83,0.94,3.6,0
42,76,31,0.86,4.0,0
99,59,66,0.85,4.4,1
96,45,62,0.91,6.0,1
87,88,30,0.8,10.1,1
93,76,57,0.65,2.6,1
98,59,46,0.44,8.7,1
88,38,86,0.87,4.9,1
89,94,99,0.94,3.2,1
91,88,81,0.71,4.7,1
45,93,73,0.72,6.9,1
97,37,76,0.64,11.1,1
44,81,42,0.91,7.9,0
84,47,59,0.41,7.7,1
64,87,95,0.77,2.2,0
84,78,82,0.94,1.9,1
43,61,47,0.46,2.4,0
78,77,57,0.98,2.1,1
36,74,33,0.98,7.3,0
59,83,71,0.96,6.0,1
78,75,35,0.68,1.1,0
45,60,38,0.63,4.9,0
80,66,49,0.82,2.4,1
71,45,67,0.59,11.9,1
46,75,97,0.44,6.1,1
92,75,79,0.94,5.7,1
74,90,89,0.78,8.1,1
36,75,42,0.52,4.9,0
56,80,71,0.41,8.9,1
39,91,97,0.83,11.0,1
63,64,54,0.91,6.5,1
65,71,60,0.64,5.2,0
54,74,41,0.45,6.7,0
35,97,93,0.79,7.6,1
53,76,90,0.58,10.3,1
47,59,82,0.49,5.3,1
35,53,55,0.71,1.6,0
58,95,90,0.69,7.9,1
54,72,39,0.71,11.9,0
84,63,41,0.89,10.4,1
75,52,51,0.69,9.3,0
53,90,82,0.94,2.9,1
55,66,50,0.91,9.2,1
57,42,64,0.79,1.9,0
32,36,56,0.43,6.4,0
67,71,89,0.92,5.1,1
90,67,76,0.94,11.0,1
80,81,95,0.63,2.8,0
77,73,44,0.72,9.7,1
50,93,53,0.57,1.5,0
83,42,39,0.41,8.7,0
85,57,53,0.69,4.2,1
88,30,86,0.48,11.7,1
80,72,63,0.51,8.4,0
49,71,70,0.69,4.4,1
88,79,69,0.92,3.6,1
38,89,40,0.91,8.0,0
30,30,30,0.98,4.0,0
58,80,59,0.69,3.1,1
92,45,72,0.73,8.1,1
85,68,55,0.89,9.0,1
97,44,82,0.82,3.6,1
64,62,76,0.51,6.9,1
32,82,38,0.64,8.3,0
36,46,38,0.96,11.4,1
56,35,30,0.49,9.8,0
30,60,73,0.53,5.6,0
73,98,88,0.64,10.3,1
70,69,85,0.96,5.9,1
71,59,80,0.47,2.4,0
62,98,45,0.8,4.8,1
79,36,67,0.48,9.9,1
92,42,40,0.71,11.5,0
66,33,54,0.72,11.8,0
88,79,88,0.43,8.0,1
77,32,58,0.97,6.3,0
34,41,69,0.88,2.8,0
77,94,37,0.58,2.1,0
32,56,35,0.48,6.7,0
76,79,74,0.61,9.0,1
91,46,82,0.94,4.6,1
43,61,50,0.48,8.4,0
92,80,86,0.61,7.3,1
90,46,35,0.7,11.3,0
60,63,92,0.42,3.3,1
46,64,35,0.56,7.5,0
53,53,82,0.76,5.6,1
52,83,33,0.59,3.9,0
79,47,38,0.92,4.9,1
99,79,98,0.96,4.2,1
56,75,33,0.66,6.8,0
44,77,87,0.72,7.1,1
79,62,66,0.78,10.5,1
65,56,35,0.8,9.6,0
37,30,80,0.44,4.3,0
32,88,79,0.43,11.2,1
91,39,43,0.92,10.6,0
76,54,40,0.53,7.9,0
90,86,39,0.75,1.2,1
61,95,90,0.77,3.3,1
42,44,42,0.5,9.7,0
30,57,63,0.86,6.0,0
63,42,89,0.92,2.4,1
91,43,80,0.57,5.5,1
60,95,34,0.93,3.3,1
93,63,61,0.45,10.8,0
54,54,41,0.88,10.8,0
67,83,81,0.78,5.3,1
43,41,42,0.75,2.5,0
37,38,83,0.54,4.9,0
83,60,83,0.62,2.4,0
31,82,70,0.95,4.3,1
85,72,77,0.68,9.5,1
90,67,80,0.76,4.2,1
51,71,76,0.96,7.0,1
64,77,79,0.68,2.3,0
45,96,75,0.63,4.8,1
79,95,67,0.94,1.4,1
72,45,42,0.95,7.0,1
46,45,51,0.61,4.8,0
87,60,31,0.76,10.6,0
31,87,42,0.98,5.3,0
33,57,86,0.43,7.1,0
68,33,63,0.42,11.7,0
35,39,48,0.71,8.1,0
98,80,38,0.57,6.5,1
98,47,62,0.75,2.1,1
49,76,56,0.83,10.0,1
93,61,74,0.44,8.1,1
45,59,31,0.93,2.2,0
80,65,86,0.57,3.7,1
66,38,86,0.63,6.9,1
98,65,45,0.6,1.5,0
71,58,35,0.9,8.9,0
86,45,43,0.5,3.5,0
95,50,56,0.42,6.4,1
38,93,67,0.98,3.7,1
93,95,48,0.99,6.4,1
51,88,66,0.55,3.1,1
63,57,33,0.41,7.5,0
84,84,87,0.79,11.0,1
58,60,38,0.79,9.9,1
67,62,69,0.96,3.7,1
47,89,44,0.58,6.5,0
94,70,33,0.51,5.7,1
30,75,81,0.77,11.6,1
33,78,47,0.74,9.8,0
33,94,82,0.83,2.2,1
56,71,88,0.93,2.9,1
72,52,83,0.74,8.7,1
88,56,70,0.49,2.8,1
61,61,89,0.76,11.5,1
62,32,33,0.62,11.9,0
57,89,68,0.67,9.6,0
84,46,36,0.98,1.3,0
89,61,52,0.73,6.3,1
99,36,92,0.49,5.5,1
91,98,94,0.67,9.8,1
63,87,70,0.54,4.2,0
85,69,73,0.48,5.2,1
42,77,74,0.83,2.0,1
85,80,98,0.78,4.8,1
47,86,80,0.7,11.7,0
83,66,94,0.65,11.4,1
72,84,83,0.59,9.3,1
68,70,85,0.45,11.0,1
90,49,69,0.58,3.3,1
71,62,87,0.9,7.8,1
47,69,44,0.87,6.5,0
52,63,48,0.98,5.6,0
83,91,39,0.79,4.6,1
59,48,45,0.73,10.5,1
87,72,72,0.58,6.3,1
97,98,60,0.45,9.0,1
96,92,45,0.77,8.8,1
47,39,57,0.69,2.5,0
36,42,91,0.86,1.5,0
69,34,49,0.65,10.2,0
99,87,64,0.99,6.4,1
94,88,88,0.64,9.9,1
97,88,38,0.6,4.3,1
78,44,39,0.92,10.5,0
81,30,74,0.64,10.1,1
58,67,44,0.92,5.2,0
50,82,59,0.42,5.5,1
38,81,77,0.82,4.9,1
76,30,69,0.44,1.4,0
71,40,73,0.49,8.6,1
80,87,75,0.82,4.0,1
85,69,35,0.57,10.7,1
80,89,53,0.53,10.9,1
99,73,36,0.88,8.9,1
49,35,35,0.97,3.0,0
56,57,62,0.54,2.0,0
67,60,67,0.59,10.0,1
94,37,73,0.83,10.8,1
83,34,46,0.89,4.9,0
53,83,60,1.0,4.9,1
76,46,66,0.56,5.3,1
92,67,40,0.73,10.1,1
86,38,34,0.48,8.8,0
84,43,93,0.6,2.3,0
89,55,32,0.43,8.0,0
91,91,85,0.53,1.1,0
59,54,92,0.7,8.8,1
51,65,67,0.5,9.4,1
58,62,83,0.93,10.0,1
70,32,31,0.83,7.9,1
71,40,31,0.42,3.0,0
94,87,41,0.93,9.7,1
60,93,69,0.99,10.9,1
59,47,31,0.7,8.0,0
47,76,86,0.59,4.0,1
46,73,76,0.56,3.0,0
67,88,65,0.45,3.5,1
43,79,33,0.69,1.2,0
85,98,53,0.43,1.1,0
51,58,91,0.7,4.3,1
96,96,31,0.55,11.2,1
85,31,44,0.69,7.8,0
48,54,78,0.65,5.2,0
86,48,64,0.58,1.1,0
73,69,76,0.67,11.9,1
64,31,53,0.68,6.0,0
30,94,89,0.9,11.9,1
81,91,77,0.8,8.9,1
99,83,52,0.66,1.6,0
66,74,41,0.94,10.4,1
94,78,70,0.85,6.8,1
80,98,58,0.45,6.0,1
30,67,99,0.49,9.3,1
50,33,80,0.45,9.5,0
82,46,52,0.59,9.8,0
45,82,60,0.66,9.4,1
90,82,50,0.7,8.1,1
83,60,53,0.91,8.4,1
69,51,38,0.41,10.4,0
55,40,51,0.66,8.6,0
94,63,33,0.65,2.1,0
93,44,32,0.97,8.1,1
72,39,57,0.54,2.9,0
46,82,44,0.47,1.2,0
88,77,37,0.49,3.4,1
52,60,77,0.71,2.7,1
36,66,81,0.63,2.1,0
73,57,84,0.85,3.4,1
82,60,66,0.59,7.2,1
63,99,33,0.48,2.7,0
75,43,84,0.63,4.1,1
97,45,41,0.93,10.3,1
45,54,48,0.64,10.8,0
48,68,86,0.9,4.7,1
31,95,66,0.62,10.9,1
39,67,36,0.57,7.4,0
79,70,84,0.86,3.5,1
41,69,57,0.53,9.3,0
99,93,66,0.54,11.1,1
51,45,90,0.43,8.3,1
61,88,68,0.51,3.2,1
30,40,52,0.63,1.9,0
83,30,81,0.64,3.5,1
87,42,40,0.65,4.7,0
99,59,95,0.69,4.7,1
47,98,42,0.74,6.5,1
35,47,70,0.51,6.6,0
74,42,78,0.77,6.2,1
52,61,44,0.6,4.8,0
52,79,85,0.84,2.2,1
55,60,83,0.73,5.6,1
36,80,60,0.73,11.8,1
73,56,90,0.81,8.2,1
56,89,87,0.6,5.8,1
55,62,89,0.66,1.9,0
65,82,82,0.75,3.3,1
84,62,90,0.65,7.3,1
93,70,71,0.67,6.5,1
86,48,58,0.56,1.2,0
98,70,56,0.57,1.9,1
90,71,73,0.82,4.9,1
31,52,34,0.4,2.5,0
84,62,81,0.46,11.5,1
67,49,82,0.97,1.4,0
58,54,81,0.51,11.7,1
55,81,67,0.65,8.2,0
64,41,73,0.91,5.5,0
96,61,82,0.4,6.9,1
58,62,31,0.96,5.5,0
63,97,83,0.43,7.3,0
70,44,64,0.5,2.7,0
70,80,75,0.42,2.3,1
52,35,84,0.71,6.8,1
32,98,40,0.97,1.8,0
87,98,58,0.9,4.2,1
61,64,98,0.78,11.2,1
60,63,92,0.51,10.6,1
72,92,76,0.92,10.1,1
36,97,36,0.85,6.6,0
30,47,93,0.56,1.3,0
90,55,93,0.88,2.3,1
43,90,41,0.93,11.1,1
81,77,41,0.82,10.2,1
35,60,65,0.46,5.1,0
39,63,58,0.99,9.0,1
59,36,40,0.45,10.4,0
50,36,82,0.79,7.8,0
89,76,99,0.47,10.4,1
92,37,76,0.94,3.7,1
71,30,62,0.61,6.1,0
80,32,96,0.71,7.4,1
93,82,72,0.51,7.9,1
85,67,47,0.73,11.9,1
70,80,82,0.96,10.3,1
61,44,68,0.94,1.6,0
44,96,63,0.44,2.9,0
91,93,66,0.63,8.2,1
56,97,70,0.56,3.6,1
57,34,78,0.69,2.7,0
93,39,39,0.9,8.3,0
88,37,69,0.84,6.9,1
87,41,47,0.61,9.9,0
31,93,54,0.63,4.5,0
65,88,70,0.79,4.6,1
42,96,65,0.52,2.7,0
44,79,31,0.46,8.2,0
89,52,78,0.55,8.8,1
51,69,96,0.47,2.5,0
92,47,82,0.61,3.8,0
54,50,48,0.96,2.7,0
77,30,55,0.47,9.2,0
72,67,83,0.89,3.3,1
67,70,80,0.72,2.7,1
70,71,54,0.78,1.8,1
74,38,46,0.5,10.1,0
69,52,90,0.49,2.4,0
46,40,75,0.5,1.3,0
86,60,84,0.8,1.7,1
31,55,79,0.85,5.0,0
91,59,40,0.95,7.6,1
38,63,41,0.64,5.4,0
97,75,69,0.68,6.0,1
46,98,77,0.68,11.1,1
79,34,85,0.56,9.3,0
69,90,37,0.6,4.8,0
87,67,43,0.91,2.7,1
50,57,85,0.61,9.2,1
47,55,83,0.92,7.3,1
84,90,46,0.58,11.6,1
58,52,74,0.6,11.0,1
53,75,34,0.74,7.2,0
46,59,32,0.46,1.8,0
47,96,38,0.95,1.3,1
71,62,49,0.89,10.2,1
74,32,50,0.8,8.7,0
46,98,62,0.99,7.2,1
43,71,34,0.41,8.6,0
78,91,53,0.65,6.9,1
58,87,92,0.92,7.4,1
33,86,55,0.66,3.5,0
49,30,62,0.4,6.0,0
76,89,47,0.49,1.1,0
38,98,47,0.66,8.4,1
56,88,67,0.8,4.7,1
44,75,62,0.5,8.2,1
48,63,56,0.67,11.2,0
81,54,78,0.41,7.5,1
55,71,79,0.69,4.6,1
55,58,44,0.94,3.3,1
55,54,81,0.76,3.8,1
75,83,97,0.66,11.9,1
78,96,48,0.5,7.8,1
82,44,54,0.52,5.8,0
32,33,54,0.45,3.5,0
95,67,62,0.85,9.5,1
71,49,89,0.45,5.3,1
48,52,66,0.63,4.3,0
46,66,72,0.85,3.4,1
62,91,38,0.83,3.0,1
78,37,43,0.75,4.0,1
85,66,32,0.74,7.9,1
92,74,98,0.45,3.6,1
32,62,85,0.5,1.7,0
78,36,55,0.72,4.9,0
84,51,82,0.61,7.4,1
55,34,70,0.41,1.7,0
81,44,50,0.88,6.0,0
36,50,68,0.79,1.6,0
75,46,52,0.6,9.4,0
75,85,87,0.46,10.6,1
45,79,98,0.75,11.6,1
53,36,58,0.61,8.6,0
90,79,91,0.55,8.0,1
83,89,82,0.83,8.6,1
91,36,74,0.6,10.4,1
30,69,56,0.48,9.9,0
78,74,63,0.69,5.8,1
54,88,43,0.9,8.2,1
39,84,70,0.91,2.8,1
45,93,89,0.91,8.6,1
87,94,71,0.65,9.0,1
58,83,80,0.87,9.8,1
35,69,40,0.91,10.0,0
45,82,64,0.68,5.8,1
49,73,48,0.59,10.9,0
72,92,94,0.82,11.8,1
55,31,90,0.94,11.8,0
62,50,76,0.98,7.4,1
55,79,43,0.57,7.2,0
74,81,96,0.97,6.0,1
92,38,81,0.7,4.3,0
96,49,61,0.58,4.7,1
81,47,39,0.99,3.4,0
97,59,46,0.93,11.5,1
55,94,69,0.82,7.8,1
31,53,97,0.94,11.3,1
43,76,92,0.81,5.3,1
59,73,44,0.66,4.3,0
78,58,68,0.97,2.5,1
41,97,86,0.98,4.3,1
73,46,39,0.59,10.8,0
62,34,46,0.61,7.4,0
42,79,46,0.63,6.0,0
55,69,45,0.89,7.3,0
50,75,32,0.87,10.8,1
57,80,80,0.99,3.1,1
77,40,75,0.68,11.6,1
69,41,84,0.84,8.3,1
95,42,55,0.91,10.4,1
52,93,60,0.53,6.8,1
77,37,48,0.77,3.6,0
31,94,97,0.73,7.2,1
49,38,44,0.85,1.7,0
88,31,87,0.82,10.4,1
75,42,59,0.89,8.1,0
32,31,77,0.59,4.1,0
84,97,85,0.53,4.0,1
41,77,71,0.88,10.9,1
69,32,53,0.62,10.2,0
95,97,81,0.57,9.4,1
45,35,72,0.6,5.6,0
63,34,63,0.44,10.6,0
73,32,89,0.86,3.7,1
35,39,32,0.83,1.3,0
93,72,97,0.73,5.8,1
51,48,40,0.83,11.1,0
47,43,42,0.62,7.3,0
41,50,79,0.58,3.5,0
81,72,48,0.92,8.2,1
80,57,73,0.65,9.2,1
77,50,62,0.52,7.1,1
48,65,67,0.85,10.3,0
35,53,32,0.6,7.5,0
56,83,94,0.53,2.1,0
82,67,64,0.42,9.9,1
77,46,65,0.98,2.6,1
36,51,67,0.68,10.7,0
88,74,68,0.5,6.7,1
98,90,54,0.85,9.1,1
40,40,93,0.93,11.7,0
44,90,42,0.72,5.8,0
93,67,97,0.42,6.1,1
32,95,99,0.62,10.1,1
98,62,30,0.55,2.2,0
52,72,83,0.78,1.3,1
82,60,38,0.71,7.6,0
66,64,65,0.61,2.8,0
38,66,66,0.79,3.8,0
44,76,88,0.75,11.7,1
32,52,50,0.94,8.2,0
99,65,49,0.76,10.4,1
46,69,30,0.7,10.9,0
55,44,88,0.89,2.3,1
50,66,57,0.52,11.2,0
50,33,85,0.55,10.5,0
40,51,38,0.87,1.5,0
67,51,94,0.67,11.7,0
64,46,65,0.65,6.0,0
43,67,63,0.93,11.7,0
43,53,61,0.77,10.1,0
39,35,95,0.88,5.8,0
41,97,54,0.89,6.6,1
67,35,80,0.47,4.0,1
63,55,92,0.79,6.4,1
70,70,74,0.97,2.2,1
39,67,55,0.69,11.0,0
46,72,50,0.84,8.8,0
46,82,80,0.74,9.9,1
96,44,53,0.52,6.8,1
91,85,41,0.52,2.4,1
30,85,40,0.66,6.9,0
41,60,56,0.69,4.6,0
33,86,52,0.7,1.1,0
71,80,62,0.97,7.8,1
42,53,67,0.46,10.4,0
33,87,84,0.63,8.8,1
98,33,99,0.71,3.5,1
48,39,71,0.98,10.0,0
31,92,58,0.7,4.4,0
41,44,63,0.87,3.4,0
35,92,86,0.85,11.6,1
37,48,32,0.74,1.2,0
80,92,35,0.48,2.8,1
40,85,77,0.53,6.1,1
92,50,93,0.54,2.8,0
86,63,42,0.42,2.8,0
41,46,65,0.63,8.0,0
31,47,99,0.77,10.0,0
37,95,62,0.49,8.3,1
40,80,86,0.51,2.1,0
82,94,84,0.82,10.8,1
39,72,42,0.5,11.2,0
37,86,80,0.48,4.1,1
65,39,82,0.99,7.1,1
43,66,65,0.41,6.3,0
83,77,34,0.6,8.4,1
50,98,54,0.42,11.8,1
79,85,66,0.9,11.9,1
68,65,48,0.75,6.6,1
49,60,64,0.43,2.0,0
36,84,63,0.77,4.7,1
38,67,83,0.47,5.5,1
30,44,75,0.7,6.9,0
55,45,35,0.8,11.6,0
67,82,30,0.49,3.9,0
67,85,63,0.7,6.9,0
90,36,85,0.67,4.2,1
73,86,55,0.95,11.1,1
73,84,71,1.0,11.9,1
91,81,67,0.79,10.6,1
35,33,55,0.91,4.7,0
46,72,88,0.79,4.1,1
80,69,53,0.93,5.7,1
67,59,50,0.66,9.2,0
53,39,89,0.76,1.1,1
80,36,49,0.91,11.9,0
39,65,35,0.95,10.7,0
50,64,96,0.41,1.3,0
99,68,39,0.46,5.2,0
86,65,41,0.96,8.6,1
68,49,51,0.74,3.7,0
62,78,91,0.99,2.6,1
88,88,90,0.88,7.9,1
47,78,46,0.89,10.9,1
85,55,39,0.63,11.5,0
86,65,41,0.55,1.1,0
77,72,69,0.76,10.6,1
71,72,52,0.93,7.2,1
56,62,69,0.84,3.6,1
81,74,79,0.68,7.8,1
71,74,39,0.85,12.0,1
61,44,33,0.81,4.0,0
55,46,30,0.95,4.0,0
54,41,72,0.56,8.7,0
52,51,34,0.47,1.5,0
86,52,63,0.68,10.0,1
81,41,95,0.62,8.2,1
60,97,53,0.98,10.3,1
93,80,43,0.4,3.5,1
62,42,70,0.96,10.3,0
31,86,71,0.97,5.9,1
47,84,42,0.43,2.5,0
76,57,58,0.93,10.9,1
62,73,94,0.68,8.8,1
64,48,75,0.86,2.9,1
80,75,63,0.45,3.7,1
47,32,92,0.97,4.0,0
59,49,33,0.76,11.6,0
73,54,57,0.94,10.7,1
82,85,30,0.8,4.8,1
39,90,65,0.72,6.1,1
81,84,42,0.5,4.1,1
78,64,34,0.51,9.2,0
40,88,43,0.68,2.8,0
95,68,61,0.92,4.7,1
87,86,79,0.47,7.7,1
65,96,56,1.0,10.7,1
62,63,64,0.93,8.0,1
76,70,32,0.64,11.3,0
42,51,33,0.55,11.2,0
69,56,36,0.95,8.9,0
97,50,32,0.47,4.1,0
71,70,88,0.61,8.5,1
48,60,30,0.45,3.1,0
48,56,57,0.97,4.7,0
87,66,88,0.77,9.3,1
52,95,82,0.6,10.4,1
83,83,39,0.57,5.6,1
94,38,32,0.67,6.8,0
41,71,36,0.45,5.2,0
53,65,38,0.93,6.3,0
63,39,98,0.71,6.6,1
82,88,42,0.84,8.6,1
37,69,69,0.54,9.3,0
47,83,91,0.7,11.7,1
86,68,91,0.53,5.8,1
34,36,39,0.89,1.9,0
55,33,40,0.87,8.6,0
59,44,91,0.49,6.5,0
83,77,85,0.44,10.3,1
42,35,78,0.89,2.6,0
58,64,45,0.47,8.1,0
32,97,38,0.73,6.1,1
87,87,62,0.72,5.6,1
31,48,64,0.52,7.2,0
57,91,68,0.75,8.5,1
31,39,54,0.7,10.4,0
36,54,85,0.71,3.6,0
55,73,77,0.62,4.2,1
45,87,39,0.9,7.0,0
52,54,70,0.45,4.8,0
69,69,88,0.66,7.3,1
89,99,57,0.56,3.2,0
61,39,70,0.91,4.4,0
44,95,95,0.54,4.6,1
42,54,80,0.86,11.9,0
34,40,91,0.77,10.4,1
81,65,59,0.92,10.2,1
70,78,69,0.76,6.6,1
82,77,69,0.73,6.1,1
79,36,98,0.88,1.8,1
44,80,91,0.74,3.2,1
36,46,44,0.91,10.8,0
69,61,32,0.43,6.8,0
57,55,53,0.7,11.9,0
61,51,70,0.89,7.5,1
44,42,92,0.91,5.2,0
99,41,77,0.9,4.0,1
94,30,90,0.76,11.1,1
33,62,77,1.0,5.1,0
40,43,76,0.51,2.6,0
55,93,85,0.5,4.1,1
90,72,37,0.42,8.1,1
66,87,47,0.99,2.5,1
52,70,52,0.61,2.0,0
69,97,98,0.86,6.0,1
52,68,94,0.44,1.9,0
45,30,75,0.58,5.3,0
90,70,95,0.77,4.5,1
97,74,98,0.71,5.3,1
60,42,51,0.52,6.4,0
82,38,94,0.68,3.0,0
54,92,41,0.47,5.9,1
73,52,48,0.73,5.0,0
41,83,51,0.46,9.8,0
38,76,84,0.78,8.6,1
41,68,91,0.49,10.6,0
98,55,80,0.73,8.4,1
83,30,77,0.48,2.3,0
83,43,46,0.64,6.6,0
57,94,42,0.61,9.2,1
85,98,57,0.85,10.3,1
98,96,96,0.78,3.0,1
87,78,34,0.96,3.5,1
71,79,89,0.95,10.5,1
67,87,44,0.83,6.3,1
97,82,73,0.86,6.0,1
82,86,75,0.77,6.4,1
62,47,58,0.81,2.9,0
85,45,97,0.77,7.9,1
80,31,78,0.59,9.9,1
72,42,72,0.61,10.2,1
44,74,97,0.74,1.3,1
67,72,49,0.83,8.9,1
44,83,47,0.64,2.0,0
34,60,93,0.49,11.6,1
83,38,78,0.68,6.3,1
80,77,71,0.98,9.5,1
39,47,41,0.53,7.8,0
41,40,65,0.79,11.5,0
33,91,37,0.99,11.7,0
47,48,57,0.63,4.1,0
65,53,89,0.93,6.3,1
54,42,78,0.92,6.5,0
65,75,67,0.6,3.0,0
96,82,87,0.46,10.9,1
38,58,34,0.51,4.8,0
90,65,75,0.62,2.0,1
82,46,31,0.98,2.7,0
47,77,54,0.56,6.6,0
72,53,30,0.96,10.7,0
64,83,98,0.51,7.9,1
92,30,69,0.98,3.4,1
33,96,97,0.58,4.3,0
70,35,98,0.78,11.7,1
74,84,98,0.44,1.6,0
79,67,45,0.58,11.9,1
57,62,83,0.53,11.0,1
71,37,92,0.4,8.5,1
98,49,47,0.49,11.4,1
30,84,46,0.76,2.7,0
68,77,33,0.63,11.4,0
46,85,38,0.83,3.3,0
64,39,60,0.8,7.0,0
75,81,34,0.88,6.4,1
71,79,45,0.92,6.6,1
68,63,71,0.89,3.9,1
78,65,70,0.67,9.6,1
91,90,59,0.59,9.2,1
67,45,55,0.7,11.5,0
52,47,78,0.72,6.6,0
51,76,60,0.59,7.0,1
33,61,79,0.72,10.9,1
78,72,44,0.46,11.1,1
88,69,81,0.54,8.1,1
97,94,67,0.85,10.0,1
31,64,67,0.51,6.6,0
78,98,89,0.48,5.3,1
60,79,49,0.57,10.5,1
69,41,73,0.62,9.5,0
77,87,92,0.6,3.7,1
80,92,79,0.62,1.5,0
72,78,51,0.48,7.2,1
84,65,83,0.5,10.3,1
78,83,38,0.54,3.7,0
86,76,44,0.64,9.4,1
44,61,77,0.6,5.6,1
56,82,49,0.87,4.7,1
97,61,64,0.72,2.9,1
93,91,96,0.75,11.3,1
59,66,89,0.74,3.5,1
65,67,63,0.64,4.1,1
96,59,83,0.99,4.6,1
78,87,41,0.42,4.1,1
84,61,48,0.53,2.8,0
85,95,55,0.57,4.9,1
97,80,52,0.93,6.2,1
73,40,62,0.95,7.1,0
60,88,86,0.91,2.7,1
87,49,59,0.65,9.6,1
82,66,52,0.95,4.4,1
52,78,65,0.46,11.1,1
57,48,72,0.79,4.6,0
45,84,95,0.96,10.5,1
66,69,82,0.85,4.9,1
50,36,89,0.57,6.6,0
46,34,66,0.83,5.1,0
66,71,90,0.58,5.3,1
48,77,82,0.47,7.8,1
59,36,41,0.83,8.6,0
74,40,64,0.51,10.6,0
47,78,96,0.47,7.3,0
91,59,67,0.73,3.4,1
65,70,53,0.77,11.9,1
81,32,69,0.43,8.5,1
48,69,94,0.4,5.1,1
73,80,86,0.93,11.7,1
36,61,74,0.47,11.5,0
73,77,42,0.75,1.9,1
97,49,35,0.97,1.2,1
63,64,76,0.71,1.5,1
95,53,73,0.48,8.5,1
98,69,61,0.64,8.8,1
84,81,32,0.77,9.0,1
39,68,83,0.86,7.9,1
71,97,67,0.76,4.1,1
70,90,33,0.42,2.8,0
98,94,46,0.49,11.2,1
39,91,66,0.62,11.0,1
39,31,65,0.82,3.7,0
89,35,87,0.75,2.8,1
80,72,70,0.43,5.1,1
50,69,37,0.88,1.5,0
37,68,96,0.76,2.8,1
94,57,59,0.93,5.2,1
59,92,81,0.65,3.6,1
78,93,54,0.69,9.1,1
38,41,81,0.64,11.0,0
46,70,88,0.83,11.0,1
98,58,59,0.85,7.6,1
87,52,96,0.83,8.7,1
86,80,33,0.57,6.4,1
91,74,86,0.78,2.6,1
81,51,92,0.6,8.0,1
90,39,61,0.9,4.8,1
69,36,80,0.43,1.1,0
67,44,92,0.42,7.3,1
72,75,30,0.46,3.2,0
92,90,48,0.52,10.8,1
48,90,64,0.42,11.3,0
79,80,92,0.44,2.8,0
62,67,55,0.58,1.3,0
42,41,42,0.46,1.0,0
91,95,52,0.88,11.0,1
72,83,64,0.43,2.7,0
78,68,41,0.94,5.8,1
65,68,38,0.92,1.6,0
39,59,96,0.53,5.1,1
35,77,73,0.44,9.6,1
86,60,90,0.46,5.5,1
30,54,50,0.74,9.5,0
87,97,36,0.76,8.6,1
50,80,40,0.59,6.7,0
85,42,74,0.58,9.1,1
49,92,61,0.72,10.7,1
83,71,65,0.58,9.7,1
